rank,player,avg,total_sg_t,total_sg_t2g,total_sg_p,measured_rounds,tournament
16,Christiaan Bezuidenhout,1.538,3.075,1.050,2.025,2,AT&T Pebble Beach Pro-Am
16,Erik van Rooyen,1.538,3.075,2.614,.461,2,AT&T Pebble Beach Pro-Am
18,Sam Burns,1.225,2.450,-.732,3.183,2,AT&T Pebble Beach Pro-Am
19,Nick Hardy,1.038,2.075,-.201,2.276,2,AT&T Pebble Beach Pro-Am
19,Sungjae Im,1.038,2.075,.149,1.926,2,AT&T Pebble Beach Pro-Am
19,Peter Malnati,1.038,2.075,-.704,2.779,2,AT&T Pebble Beach Pro-Am
19,Denny McCarthy,1.038,2.075,-.257,2.332,2,AT&T Pebble Beach Pro-Am
19,Adam Svensson,1.038,2.075,3.436,-1.361,2,AT&T Pebble Beach Pro-Am
24,Cam Davis,0.725,1.450,5.169,-3.718,2,AT&T Pebble Beach Pro-Am
24,Beau Hossler,0.725,1.450,-.733,2.184,2,AT&T Pebble Beach Pro-Am
24,Chris Kirk,0.725,1.450,1.061,.390,2,AT&T Pebble Beach Pro-Am
24,J.T. Poston,0.725,1.450,-.949,2.400,2,AT&T Pebble Beach Pro-Am
24,Justin Rose,0.725,1.450,-.586,2.037,2,AT&T Pebble Beach Pro-Am
24,Adam Schenk,0.725,1.450,-.667,2.118,2,AT&T Pebble Beach Pro-Am
24,Sahith Theegala,0.725,1.450,-1.266,2.717,2,AT&T Pebble Beach Pro-Am
31,Tony Finau,0.538,1.075,4.867,-3.792,2,AT&T Pebble Beach Pro-Am
31,Lucas Glover,0.538,1.075,2.519,-1.444,2,AT&T Pebble Beach Pro-Am
31,S.H. Kim,0.538,1.075,-.246,1.321,2,AT&T Pebble Beach Pro-Am
31,Taylor Montgomery,0.538,1.075,-2.541,3.616,2,AT&T Pebble Beach Pro-Am
31,J.J. Spaun,0.538,1.075,-.866,1.941,2,AT&T Pebble Beach Pro-Am
31,Nick Taylor,0.538,1.075,-.833,1.908,2,AT&T Pebble Beach Pro-Am
37,Byeong Hun An,0.225,0.450,-1.501,1.952,2,AT&T Pebble Beach Pro-Am
37,Keith Mitchell,0.225,0.450,.664,-.213,2,AT&T Pebble Beach Pro-Am
37,Andrew Putnam,0.225,0.450,-2.964,3.415,2,AT&T Pebble Beach Pro-Am
37,Jordan Spieth,0.225,0.450,3.384,-2.933,2,AT&T Pebble Beach Pro-Am
41,Russell Henley,0.038,0.075,3.325,-3.250,2,AT&T Pebble Beach Pro-Am
41,Matt Kuchar,0.038,0.075,.661,-.586,2,AT&T Pebble Beach Pro-Am
41,Alex Noren,0.038,0.075,.333,-.258,2,AT&T Pebble Beach Pro-Am
41,Seamus Power,0.038,0.075,-3.825,3.900,2,AT&T Pebble Beach Pro-Am
41,Xander Schauffele,0.038,0.075,.651,-.576,2,AT&T Pebble Beach Pro-Am
41,Brendon Todd,0.038,0.075,.305,-.230,2,AT&T Pebble Beach Pro-Am
47,Corey Conners,-0.275,-0.550,.748,-1.297,2,AT&T Pebble Beach Pro-Am
47,Thomas Detry,-0.275,-0.550,-1.630,1.081,2,AT&T Pebble Beach Pro-Am
47,Sepp Straka,-0.275,-0.550,.753,-1.302,2,AT&T Pebble Beach Pro-Am
50,Max Homa,-0.463,-0.925,-.402,-.523,2,AT&T Pebble Beach Pro-Am
50,Luke List,-0.463,-0.925,-.308,-.617,2,AT&T Pebble Beach Pro-Am
50,Maverick McNealy,-0.463,-0.925,-1.936,1.011,2,AT&T Pebble Beach Pro-Am
50,Brandon Wu,-0.463,-0.925,-3.981,3.056,2,AT&T Pebble Beach Pro-Am
54,Tommy Fleetwood,-0.775,-1.550,.053,-1.602,2,AT&T Pebble Beach Pro-Am
54,Emiliano Grillo,-0.775,-1.550,-6.098,4.549,2,AT&T Pebble Beach Pro-Am
54,Brian Harman,-0.775,-1.550,1.872,-3.421,2,AT&T Pebble Beach Pro-Am
54,Mackenzie Hughes,-0.775,-1.550,-.425,-1.124,2,AT&T Pebble Beach Pro-Am
58,Tom Kim,-0.963,-1.925,-.980,-.945,2,AT&T Pebble Beach Pro-Am
58,Sam Ryder,-0.963,-1.925,.273,-2.198,2,AT&T Pebble Beach Pro-Am
58,Webb Simpson,-0.963,-1.925,-.263,-1.662,2,AT&T Pebble Beach Pro-Am
61,Patrick Cantlay,-1.275,-2.550,-2.636,.087,2,AT&T Pebble Beach Pro-Am
61,Hideki Matsuyama,-1.275,-2.550,-.199,-2.350,2,AT&T Pebble Beach Pro-Am
61,Taylor Moore,-1.275,-2.550,-4.030,1.481,2,AT&T Pebble Beach Pro-Am
61,Grayson Murray,-1.275,-2.550,-1.519,-1.030,2,AT&T Pebble Beach Pro-Am
61,Kevin Yu,-1.275,-2.550,3.758,-6.307,2,AT&T Pebble Beach Pro-Am
66,Adam Hadwin,-1.463,-2.925,-1.674,-1.251,2,AT&T Pebble Beach Pro-Am
67,Harris English,-1.963,-3.925,-.650,-3.275,2,AT&T Pebble Beach Pro-Am
68,Lee Hodges,-2.275,-4.550,-1.173,-3.376,2,AT&T Pebble Beach Pro-Am
68,Stephan Jaeger,-2.275,-4.550,-3.840,-.709,2,AT&T Pebble Beach Pro-Am
68,Rory McIlroy,-2.275,-4.550,-2.372,-2.177,2,AT&T Pebble Beach Pro-Am
71,Hayden Buckley,-2.463,-4.925,-4.802,-.123,2,AT&T Pebble Beach Pro-Am
71,Matt Fitzpatrick,-2.463,-4.925,-2.635,-2.290,2,AT&T Pebble Beach Pro-Am
73,Rickie Fowler,-2.775,-5.550,-.905,-4.644,2,AT&T Pebble Beach Pro-Am
73,Viktor Hovland,-2.775,-5.550,-4.907,-.642,2,AT&T Pebble Beach Pro-Am
73,Cameron Young,-2.775,-5.550,-2.542,-3.007,2,AT&T Pebble Beach Pro-Am
76,Ben Griffin,-2.963,-5.925,-.190,-5.735,2,AT&T Pebble Beach Pro-Am
77,Patrick Rodgers,-3.463,-6.925,-5.323,-1.602,2,AT&T Pebble Beach Pro-Am
78,Nick Dunlap,-4.463,-8.925,-6.865,-2.060,2,AT&T Pebble Beach Pro-Am
78,Alex Smalley,-4.463,-8.925,-7.802,-1.123,2,AT&T Pebble Beach Pro-Am
80,Davis Riley,-5.275,-10.550,-8.457,-2.092,2,AT&T Pebble Beach Pro-Am
1,Matthieu Pavon,3.880,11.639,5.674,5.965,3,Farmers Insurance Open
2,Jake Knapp,3.213,9.639,8.129,1.510,3,Farmers Insurance Open
3,Akshay Bhatia,2.789,8.367,3.583,4.784,3,Farmers Insurance Open
4,Beau Hossler,2.546,7.639,2.668,4.971,3,Farmers Insurance Open
4,Hayden Springer,2.546,7.639,-.585,8.224,3,Farmers Insurance Open
6,Nicolai Højgaard,2.456,7.367,5.675,1.692,3,Farmers Insurance Open
6,Max Homa,2.456,7.367,5.684,1.683,3,Farmers Insurance Open
6,Nate Lashley,2.456,7.367,1.458,5.909,3,Farmers Insurance Open
9,Ludvig Åberg,2.213,6.639,5.509,1.130,3,Farmers Insurance Open
9,Parker Coody,2.213,6.639,6.837,-.198,3,Farmers Insurance Open
9,Doug Ghim,2.213,6.639,5.286,1.353,3,Farmers Insurance Open
12,Ryan Brehm,2.122,6.367,-.209,6.576,3,Farmers Insurance Open
12,Xander Schauffele,2.122,6.367,9.330,-2.963,3,Farmers Insurance Open
14,Joseph Bramlett,1.880,5.639,.001,5.638,3,Farmers Insurance Open
14,Mark Hubbard,1.880,5.639,7.566,-1.927,3,Farmers Insurance Open
14,Taylor Montgomery,1.880,5.639,-.220,5.859,3,Farmers Insurance Open
17,Rafael Campos,1.789,5.367,7.072,-1.705,3,Farmers Insurance Open
17,Austin Eckroat,1.789,5.367,-.285,5.652,3,Farmers Insurance Open
17,Tony Finau,1.789,5.367,8.284,-2.917,3,Farmers Insurance Open
17,Will Zalatoris,1.789,5.367,3.504,1.863,3,Farmers Insurance Open
21,Trace Crowe,1.456,4.367,1.091,3.276,3,Farmers Insurance Open
21,Nick Hardy,1.456,4.367,5.274,-.907,3,Farmers Insurance Open
21,Stephan Jaeger,1.456,4.367,5.958,-1.591,3,Farmers Insurance Open
21,Taylor Pendrith,1.456,4.367,3.814,.553,3,Farmers Insurance Open
21,Robby Shelton,1.456,4.367,5.993,-1.626,3,Farmers Insurance Open
21,Scott Stallings,1.456,4.367,-2.950,7.317,3,Farmers Insurance Open
21,Tom Whitney,1.456,4.367,4.880,-.513,3,Farmers Insurance Open
28,Emiliano Grillo,1.213,3.639,3.170,.469,3,Farmers Insurance Open
28,Justin Lower,1.213,3.639,4.036,-.397,3,Farmers Insurance Open
28,Hideki Matsuyama,1.213,3.639,7.260,-3.621,3,Farmers Insurance Open
28,Sam Stevens,1.213,3.639,4.083,-.444,3,Farmers Insurance Open
28,Kevin Yu,1.213,3.639,.746,2.893,3,Farmers Insurance Open
33,Adam Schenk,1.122,3.367,1.033,2.334,3,Farmers Insurance Open
34,Aaron Baddeley,0.880,2.639,-2.173,4.812,3,Farmers Insurance Open
34,Thomas Detry,0.880,2.639,-.777,3.416,3,Farmers Insurance Open
34,Chesson Hadley,0.880,2.639,-.210,2.849,3,Farmers Insurance Open
34,Sami Valimaki,0.880,2.639,1.013,1.626,3,Farmers Insurance Open
38,Patrick Rodgers,0.789,2.367,3.162,-.795,3,Farmers Insurance Open
39,Shane Lowry,0.546,1.639,1.555,.084,3,Farmers Insurance Open
39,Sahith Theegala,0.546,1.639,-.019,1.658,3,Farmers Insurance Open
41,Erik Barnes,0.456,1.367,-.261,1.628,3,Farmers Insurance Open
41,Joe Highsmith,0.456,1.367,-.655,2.022,3,Farmers Insurance Open
41,Dylan Wu,0.456,1.367,-2.103,3.470,3,Farmers Insurance Open
44,Tyson Alexander,0.213,0.639,.549,.090,3,Farmers Insurance Open
44,Michael Kim,0.213,0.639,3.126,-2.487,3,Farmers Insurance Open
44,Maverick McNealy,0.213,0.639,.456,.183,3,Farmers Insurance Open
44,Aaron Rai,0.213,0.639,-.017,.656,3,Farmers Insurance Open
44,Carson Young,0.213,0.639,.288,.351,3,Farmers Insurance Open
49,Keegan Bradley,0.122,0.367,2.586,-2.219,3,Farmers Insurance Open
49,Tom Hoge,0.122,0.367,-.853,1.220,3,Farmers Insurance Open
49,Min Woo Lee,0.122,0.367,.562,-.195,3,Farmers Insurance Open
49,Ben Martin,0.122,0.367,.957,-.590,3,Farmers Insurance Open
53,Chris Gotterup,-0.120,-0.361,.856,-1.217,3,Farmers Insurance Open
53,Ryo Hisatsune,-0.120,-0.361,3.405,-3.766,3,Farmers Insurance Open
53,Mackenzie Hughes,-0.120,-0.361,-.546,.185,3,Farmers Insurance Open
53,Justin Rose,-0.120,-0.361,-2.230,1.869,3,Farmers Insurance Open
53,Ben Silverman,-0.120,-0.361,1.921,-2.282,3,Farmers Insurance Open
53,Ben Taylor,-0.120,-0.361,-2.560,2.199,3,Farmers Insurance Open
59,Kevin Dougherty,-0.211,-0.633,-2.955,2.322,3,Farmers Insurance Open
59,Lanto Griffin,-0.211,-0.633,-4.069,3.436,3,Farmers Insurance Open
59,S.H. Kim,-0.211,-0.633,-2.480,1.847,3,Farmers Insurance Open
59,Luke List,-0.211,-0.633,2.110,-2.743,3,Farmers Insurance Open
59,Taylor Moore,-0.211,-0.633,.708,-1.341,3,Farmers Insurance Open
64,Bronson Burgoon,-0.454,-1.361,-.280,-1.081,3,Farmers Insurance Open
64,Vincent Norrman,-0.454,-1.361,-.986,-.375,3,Farmers Insurance Open
64,Alejandro Tosti,-0.454,-1.361,-6.365,5.004,3,Farmers Insurance Open
67,Jacob Bridgeman,-0.544,-1.633,-5.213,3.580,3,Farmers Insurance Open
68,Harris English,-0.787,-2.361,-1.243,-1.118,3,Farmers Insurance Open
69,Charley Hoffman,-0.878,-2.633,-2.707,.074,3,Farmers Insurance Open
70,Francesco Molinari,-1.211,-3.633,-.901,-2.732,3,Farmers Insurance Open
70,Taiga Semikawa,-1.211,-3.633,-3.119,-.514,3,Farmers Insurance Open
72,Patrick Cantlay,-1.454,-4.361,-.889,-3.472,3,Farmers Insurance Open
73,Zac Blair,-1.544,-4.633,-1.305,-3.328,3,Farmers Insurance Open
74,Adrien Dumont de Chassart,-1.787,-5.361,-1.192,-4.169,3,Farmers Insurance Open
75,Alexander Björk,-1.878,-5.633,-3.661,-1.972,3,Farmers Insurance Open
76,Chandler Phillips,-2.120,-6.361,-6.790,.429,3,Farmers Insurance Open
77,Brandt Snedeker,-2.211,-6.633,-7.168,.535,3,Farmers Insurance Open
78,Justin Suh,-2.787,-8.361,-14.628,6.267,3,Farmers Insurance Open
79,Chad Ramey,-3.211,-9.633,-5.657,-3.976,3,Farmers Insurance Open
1,Byeong Hun An,2.938,11.751,8.338,3.413,4,Sony Open in Hawaii
1,Keegan Bradley,2.938,11.751,7.150,4.601,4,Sony Open in Hawaii
1,Grayson Murray,2.938,11.751,8.947,2.804,4,Sony Open in Hawaii
4,Russell Henley,2.688,10.751,7.733,3.018,4,Sony Open in Hawaii
4,Carl Yuan,2.688,10.751,7.584,3.167,4,Sony Open in Hawaii
6,J.T. Poston,2.438,9.751,5.860,3.891,4,Sony Open in Hawaii
7,Emiliano Grillo,2.188,8.751,-.118,8.869,4,Sony Open in Hawaii
7,Matthieu Pavon,2.188,8.751,5.668,3.083,4,Sony Open in Hawaii
7,Nick Taylor,2.188,8.751,5.503,3.248,4,Sony Open in Hawaii
10,Harris English,1.938,7.751,3.261,4.490,4,Sony Open in Hawaii
10,Taylor Pendrith,1.938,7.751,2.683,5.068,4,Sony Open in Hawaii
10,Andrew Putnam,1.938,7.751,1.450,6.301,4,Sony Open in Hawaii
13,Akshay Bhatia,1.688,6.751,5.823,.928,4,Sony Open in Hawaii
13,Eric Cole,1.688,6.751,3.205,3.546,4,Sony Open in Hawaii
13,Tyrrell Hatton,1.688,6.751,6.717,.034,4,Sony Open in Hawaii
13,Patton Kizzire,1.688,6.751,5.878,.873,4,Sony Open in Hawaii
13,Taylor Montgomery,1.688,6.751,6.511,.240,4,Sony Open in Hawaii
18,Brian Harman,1.438,5.751,-1.924,7.675,4,Sony Open in Hawaii
18,Billy Horschel,1.438,5.751,1.518,4.233,4,Sony Open in Hawaii
18,Stephan Jaeger,1.438,5.751,2.320,3.431,4,Sony Open in Hawaii
18,Chris Kirk,1.438,5.751,8.551,-2.800,4,Sony Open in Hawaii
18,Ben Silverman,1.438,5.751,3.684,2.067,4,Sony Open in Hawaii
18,Brandon Wu,1.438,5.751,5.291,.460,4,Sony Open in Hawaii
24,Stewart Cink,1.188,4.751,-.060,4.811,4,Sony Open in Hawaii
24,Kurt Kitayama,1.188,4.751,5.004,-.253,4,Sony Open in Hawaii
24,Denny McCarthy,1.188,4.751,-3.399,8.150,4,Sony Open in Hawaii
24,Troy Merritt,1.188,4.751,3.240,1.511,4,Sony Open in Hawaii
24,Patrick Rodgers,1.188,4.751,1.410,3.341,4,Sony Open in Hawaii
24,Sam Stevens,1.188,4.751,3.106,1.645,4,Sony Open in Hawaii
30,Ludvig Åberg,0.938,3.751,1.579,2.172,4,Sony Open in Hawaii
30,Zac Blair,0.938,3.751,5.572,-1.821,4,Sony Open in Hawaii
30,Cam Davis,0.938,3.751,-3.305,7.056,4,Sony Open in Hawaii
30,Ben Griffin,0.938,3.751,-.911,4.662,4,Sony Open in Hawaii
30,Ryo Hisatsune,0.938,3.751,-3.221,6.972,4,Sony Open in Hawaii
30,S.H. Kim,0.938,3.751,2.617,1.134,4,Sony Open in Hawaii
30,K.H. Lee,0.938,3.751,7.214,-3.463,4,Sony Open in Hawaii
30,Hideki Matsuyama,0.938,3.751,3.944,-.193,4,Sony Open in Hawaii
30,Keith Mitchell,0.938,3.751,6.521,-2.770,4,Sony Open in Hawaii
30,Taiga Semikawa,0.938,3.751,2.715,1.036,4,Sony Open in Hawaii
30,Adam Svensson,0.938,3.751,3.702,.049,4,Sony Open in Hawaii
30,Brendon Todd,0.938,3.751,1.546,2.205,4,Sony Open in Hawaii
42,Austin Eckroat,0.688,2.751,2.821,-.070,4,Sony Open in Hawaii
42,Will Gordon,0.688,2.751,.420,2.331,4,Sony Open in Hawaii
42,Harry Hall,0.688,2.751,2.630,.121,4,Sony Open in Hawaii
42,Nick Hardy,0.688,2.751,1.234,1.517,4,Sony Open in Hawaii
42,Charley Hoffman,0.688,2.751,-.748,3.499,4,Sony Open in Hawaii
42,Michael Kim,0.688,2.751,-1.883,4.634,4,Sony Open in Hawaii
42,Si Woo Kim,0.688,2.751,6.278,-3.527,4,Sony Open in Hawaii
42,Alex Noren,0.688,2.751,3.102,-.351,4,Sony Open in Hawaii
42,Scott Stallings,0.688,2.751,6.072,-3.321,4,Sony Open in Hawaii
42,Dylan Wu,0.688,2.751,3.052,-.301,4,Sony Open in Hawaii
52,Joseph Bramlett,0.438,1.751,3.331,-1.580,4,Sony Open in Hawaii
52,Ben Kohles,0.438,1.751,-.985,2.736,4,Sony Open in Hawaii
52,Robert MacIntyre,0.438,1.751,-1.672,3.423,4,Sony Open in Hawaii
52,Erik van Rooyen,0.438,1.751,3.553,-1.802,4,Sony Open in Hawaii
52,Matt Wallace,0.438,1.751,-5.075,6.826,4,Sony Open in Hawaii
57,Corey Conners,0.188,0.751,4.499,-3.748,4,Sony Open in Hawaii
57,Mark Hubbard,0.188,0.751,-3.265,4.016,4,Sony Open in Hawaii
57,Maverick McNealy,0.188,0.751,-3.001,3.752,4,Sony Open in Hawaii
57,Chandler Phillips,0.188,0.751,.831,-.080,4,Sony Open in Hawaii
57,Aaron Rai,0.188,0.751,3.073,-2.322,4,Sony Open in Hawaii
57,Justin Rose,0.188,0.751,-1.478,2.229,4,Sony Open in Hawaii
57,Robby Shelton,0.188,0.751,-1.404,2.155,4,Sony Open in Hawaii
57,Davis Thompson,0.188,0.751,-3.558,4.309,4,Sony Open in Hawaii
65,Tyler Duncan,-0.062,-0.249,2.452,-2.701,4,Sony Open in Hawaii
66,Nico Echavarria,-0.312,-1.249,-2.184,.935,4,Sony Open in Hawaii
66,Luke List,-0.312,-1.249,4.481,-5.730,4,Sony Open in Hawaii
66,Greyson Sigg,-0.312,-1.249,2.832,-4.081,4,Sony Open in Hawaii
66,Webb Simpson,-0.312,-1.249,3.392,-4.641,4,Sony Open in Hawaii
70,Jake Knapp,-0.562,-2.249,-1.299,-.950,4,Sony Open in Hawaii
70,Alejandro Tosti,-0.562,-2.249,-2.169,-.080,4,Sony Open in Hawaii
72,Joel Dahmen,-0.812,-3.249,2.927,-6.176,4,Sony Open in Hawaii
72,Lanto Griffin,-0.812,-3.249,-2.189,-1.060,4,Sony Open in Hawaii
74,Parker Coody,-1.062,-4.249,.206,-4.455,4,Sony Open in Hawaii
74,Yuto Katsuragawa,-1.062,-4.249,-4.401,.152,4,Sony Open in Hawaii
74,Justin Lower,-1.062,-4.249,-.848,-3.401,4,Sony Open in Hawaii
74,Seamus Power,-1.062,-4.249,5.137,-9.386,4,Sony Open in Hawaii
74,Martin Trainer,-1.062,-4.249,1.212,-5.461,4,Sony Open in Hawaii
79,Norman Xiong,-1.312,-5.249,-2.736,-2.513,4,Sony Open in Hawaii
80,Garrick Higgo,-1.812,-7.249,-7.524,.275,4,Sony Open in Hawaii
80,Matt NeSmith,-1.812,-7.249,-6.639,-.610,4,Sony Open in Hawaii
1,Chris Kirk,2.615,10.459,6.857,3.601,4,The Sentry
2,Sahith Theegala,2.365,9.459,5.481,3.977,4,The Sentry
3,Jordan Spieth,2.115,8.459,2.532,5.926,4,The Sentry
4,Byeong Hun An,1.865,7.459,4.873,2.585,4,The Sentry
5,Brian Harman,1.615,6.459,1.800,4.658,4,The Sentry
5,Sungjae Im,1.615,6.459,3.058,3.400,4,The Sentry
5,Collin Morikawa,1.615,6.459,8.497,-2.039,4,The Sentry
5,J.T. Poston,1.615,6.459,3.487,2.971,4,The Sentry
5,Scottie Scheffler,1.615,6.459,9.058,-2.600,4,The Sentry
10,Jason Day,1.365,5.459,3.959,1.499,4,The Sentry
10,Xander Schauffele,1.365,5.459,6.568,-1.110,4,The Sentry
12,Patrick Cantlay,1.115,4.459,3.717,.741,4,The Sentry
12,Sepp Straka,1.115,4.459,2.776,1.682,4,The Sentry
14,Akshay Bhatia,0.865,3.459,-1.364,4.822,4,The Sentry
14,Eric Cole,0.865,3.459,-.730,4.188,4,The Sentry
14,Harris English,0.865,3.459,-.448,3.906,4,The Sentry
14,Matt Fitzpatrick,0.865,3.459,.231,3.227,4,The Sentry
14,Adam Hadwin,0.865,3.459,-1.112,4.570,4,The Sentry
14,Tyrrell Hatton,0.865,3.459,2.124,1.334,4,The Sentry
14,Max Homa,0.865,3.459,8.652,-5.194,4,The Sentry
14,Patrick Rodgers,0.865,3.459,7.085,-3.627,4,The Sentry
22,Viktor Hovland,0.615,2.459,-.332,2.790,4,The Sentry
22,Luke List,0.615,2.459,-.198,2.656,4,The Sentry
22,Erik van Rooyen,0.615,2.459,-2.584,5.042,4,The Sentry
25,Nico Echavarria,0.365,1.459,-2.903,4.361,4,The Sentry
25,Mackenzie Hughes,0.365,1.459,-1.333,2.791,4,The Sentry
25,Si Woo Kim,0.365,1.459,1.657,-.199,4,The Sentry
25,Taylor Moore,0.365,1.459,-.256,1.714,4,The Sentry
29,Wyndham Clark,0.115,0.459,2.847,-2.389,4,The Sentry
29,Lucas Glover,0.115,0.459,7.504,-7.046,4,The Sentry
29,Kurt Kitayama,0.115,0.459,2.920,-2.462,4,The Sentry
29,Adam Schenk,0.115,0.459,3.307,-2.849,4,The Sentry
33,Sam Burns,-0.135,-0.541,-1.685,1.143,4,The Sentry
33,Corey Conners,-0.135,-0.541,4.676,-5.218,4,The Sentry
33,Adam Svensson,-0.135,-0.541,-1.065,.523,4,The Sentry
33,Brendon Todd,-0.135,-0.541,-1.829,1.287,4,The Sentry
33,Cameron Young,-0.135,-0.541,2.589,-3.131,4,The Sentry
38,Tony Finau,-0.385,-1.541,1.068,-2.610,4,The Sentry
38,Tom Hoge,-0.385,-1.541,-.868,-.674,4,The Sentry
40,Andrew Putnam,-0.635,-2.541,-2.925,.383,4,The Sentry
40,Justin Rose,-0.635,-2.541,-5.381,2.839,4,The Sentry
40,Matt Wallace,-0.635,-2.541,-3.516,.974,4,The Sentry
43,Emiliano Grillo,-0.885,-3.541,-3.916,.374,4,The Sentry
43,Denny McCarthy,-0.885,-3.541,-1.686,-1.856,4,The Sentry
45,Keegan Bradley,-1.135,-4.541,1.282,-5.824,4,The Sentry
45,Tom Kim,-1.135,-4.541,.787,-5.329,4,The Sentry
47,Ludvig Åberg,-1.385,-5.541,-2.138,-3.404,4,The Sentry
47,Tommy Fleetwood,-1.385,-5.541,-3.824,-1.718,4,The Sentry
47,Nick Hardy,-1.385,-5.541,-2.382,-3.160,4,The Sentry
50,Seamus Power,-1.635,-6.541,-8.603,2.061,4,The Sentry
50,Camilo Villegas,-1.635,-6.541,-10.683,4.141,4,The Sentry
52,Cam Davis,-1.885,-7.541,-9.990,2.448,4,The Sentry
52,Russell Henley,-1.885,-7.541,-5.362,-2.180,4,The Sentry
52,Davis Riley,-1.885,-7.541,-8.699,1.157,4,The Sentry
52,Nick Taylor,-1.885,-7.541,-7.313,-.229,4,The Sentry
56,Rickie Fowler,-2.135,-8.541,-3.792,-4.750,4,The Sentry
57,Lee Hodges,-2.385,-9.541,-4.358,-5.184,4,The Sentry
58,Hideki Matsuyama,-2.635,-10.541,-1.052,-9.490,4,The Sentry
59,Vincent Norrman,-3.135,-12.541,-7.047,-5.495,4,The Sentry
