rank,player,avg,total_sg_t,total_sg_t2g,total_sg_p,measured_rounds,tournament
8,Henrik Norlander,2.105,8.420,8.810,-.391,4,Barracuda Championship
10,Hayden Buckley,1.855,7.420,8.587,-1.168,4,Barracuda Championship
10,Kevin Chappell,1.855,7.420,4.989,2.430,4,Barracuda Championship
10,Lukas Nemecz,1.855,7.420,2.510,4.909,4,Barracuda Championship
13,Marcus Armitage,1.605,6.420,3.196,3.223,4,Barracuda Championship
13,Todd Clements,1.605,6.420,4.120,2.299,4,Barracuda Championship
13,Rico Hoey,1.605,6.420,3.736,2.683,4,Barracuda Championship
13,Mark Hubbard,1.605,6.420,3.038,3.381,4,Barracuda Championship
13,Jake Knapp,1.605,6.420,.688,5.731,4,Barracuda Championship
13,Martin Laird,1.605,6.420,3.305,3.114,4,Barracuda Championship
13,Andrew Putnam,1.605,6.420,8.688,-2.269,4,Barracuda Championship
13,Mitchell Schow,1.605,6.420,2.763,3.656,4,Barracuda Championship
13,J.J. Spaun,1.605,6.420,6.489,-.070,4,Barracuda Championship
13,Justin Suh,1.605,6.420,5.413,1.006,4,Barracuda Championship
13,Paul Waring,1.605,6.420,7.562,-1.143,4,Barracuda Championship
24,Max Greyserman,1.355,5.420,4.701,.718,4,Barracuda Championship
24,Chesson Hadley,1.355,5.420,4.570,.849,4,Barracuda Championship
24,Charley Hoffman,1.355,5.420,6.080,-.661,4,Barracuda Championship
24,Chan Kim,1.355,5.420,6.572,-1.153,4,Barracuda Championship
24,Michael Kim,1.355,5.420,5.812,-.393,4,Barracuda Championship
24,S.H. Kim,1.355,5.420,-.205,5.624,4,Barracuda Championship
24,S.Y. Noh,1.355,5.420,1.690,3.729,4,Barracuda Championship
24,Sean O'Hair,1.355,5.420,1.742,3.677,4,Barracuda Championship
24,Sam Ryder,1.355,5.420,4.955,.464,4,Barracuda Championship
24,Jayden Schaper,1.355,5.420,.537,4.882,4,Barracuda Championship
24,Sam Stevens,1.355,5.420,3.446,1.973,4,Barracuda Championship
35,Cameron Champ,1.105,4.420,1.264,3.155,4,Barracuda Championship
35,MJ Daffue,1.105,4.420,5.214,-.795,4,Barracuda Championship
35,Chez Reavie,1.105,4.420,1.550,2.869,4,Barracuda Championship
35,Max Rottluff,1.105,4.420,4.889,-.470,4,Barracuda Championship
39,Lanto Griffin,0.855,3.420,4.000,-.581,4,Barracuda Championship
39,Nate Lashley,0.855,3.420,.844,2.575,4,Barracuda Championship
39,Adrien Saddier,0.855,3.420,3.255,.164,4,Barracuda Championship
39,Robby Shelton,0.855,3.420,4.833,-1.414,4,Barracuda Championship
39,Alex Smalley,0.855,3.420,3.159,.260,4,Barracuda Championship
39,Ben Taylor,0.855,3.420,3.243,.176,4,Barracuda Championship
45,Ian Gilligan,0.605,2.420,5.849,-3.430,4,Barracuda Championship
45,Will Gordon,0.605,2.420,4.900,-2.481,4,Barracuda Championship
45,Casey Jarvis,0.605,2.420,3.577,-1.158,4,Barracuda Championship
45,Neal Shipley,0.605,2.420,8.958,-6.539,4,Barracuda Championship
45,Ben Silverman,0.605,2.420,4.538,-2.119,4,Barracuda Championship
50,Joseph Bramlett,0.355,1.420,6.222,-4.803,4,Barracuda Championship
50,Max Kieffer,0.355,1.420,3.970,-2.551,4,Barracuda Championship
50,Oliver Wilson,0.355,1.420,4.458,-3.039,4,Barracuda Championship
53,Hurly Long,0.105,0.420,-3.733,4.152,4,Barracuda Championship
53,Alejandro Tosti,0.105,0.420,2.509,-2.090,4,Barracuda Championship
55,Matti Schmid,-0.145,-0.580,-.703,.122,4,Barracuda Championship
56,Chase Hanna,-0.395,-1.580,-8.052,6.471,4,Barracuda Championship
56,Espen Kofstad,-0.395,-1.580,-3.199,1.618,4,Barracuda Championship
56,Santiago Tarrio,-0.395,-1.580,-2.045,.464,4,Barracuda Championship
59,Sam Bairstow,-0.645,-2.580,-4.394,1.813,4,Barracuda Championship
59,Scott Piercy,-0.645,-2.580,-3.018,.437,4,Barracuda Championship
61,Ryan Brehm,-0.895,-3.580,-4.447,.866,4,Barracuda Championship
61,Michael Thorbjornsen,-0.895,-3.580,-2.088,-1.493,4,Barracuda Championship
63,Nick Watney,-1.145,-4.580,.559,-5.140,4,Barracuda Championship
64,Scott Gutschewski,-1.645,-6.580,-2.255,-4.326,4,Barracuda Championship
64,Peter Malnati,-1.645,-6.580,-5.306,-1.275,4,Barracuda Championship
1,Zac Blair,3.032,12.128,12.999,-.871,4,ISCO Championship
1,Pierceson Coody,3.032,12.128,6.015,6.113,4,ISCO Championship
1,Harry Hall,3.032,12.128,9.992,2.136,4,ISCO Championship
1,Rico Hoey,3.032,12.128,10.253,1.875,4,ISCO Championship
1,Matt NeSmith,3.032,12.128,3.951,8.177,4,ISCO Championship
6,Sam Bairstow,2.532,10.128,7.873,2.255,4,ISCO Championship
6,S.Y. Noh,2.532,10.128,7.039,3.089,4,ISCO Championship
6,Neal Shipley,2.532,10.128,7.230,2.898,4,ISCO Championship
6,Ben Taylor,2.532,10.128,4.262,5.866,4,ISCO Championship
10,Lanto Griffin,2.282,9.128,4.263,4.865,4,ISCO Championship
10,Chan Kim,2.282,9.128,8.637,.491,4,ISCO Championship
10,Chez Reavie,2.282,9.128,6.501,2.627,4,ISCO Championship
10,Johannes Veerman,2.282,9.128,3.092,6.036,4,ISCO Championship
10,Brandon Wu,2.282,9.128,3.650,5.478,4,ISCO Championship
15,Patrick Fishburn,2.032,8.128,1.246,6.882,4,ISCO Championship
16,Angel Hidalgo Portillo,1.782,7.128,5.524,1.604,4,ISCO Championship
16,Mac Meissner,1.782,7.128,7.377,-.249,4,ISCO Championship
16,Max Rottluff,1.782,7.128,7.430,-.302,4,ISCO Championship
16,Adrien Saddier,1.782,7.128,4.496,2.632,4,ISCO Championship
16,Andy Sullivan,1.782,7.128,5.730,1.398,4,ISCO Championship
21,Cody Gribble,1.532,6.128,5.288,.840,4,ISCO Championship
21,Ryan Moore,1.532,6.128,1.167,4.961,4,ISCO Championship
21,Austin Smotherman,1.532,6.128,6.152,-.024,4,ISCO Championship
21,Callum Tarren,1.532,6.128,4.398,1.730,4,ISCO Championship
25,Matthis Besard,1.282,5.128,5.387,-.259,4,ISCO Championship
25,Kevin Chappell,1.282,5.128,-2.527,7.655,4,ISCO Championship
25,Spencer Cross,1.282,5.128,1.996,3.132,4,ISCO Championship
25,William McGirt,1.282,5.128,2.922,2.206,4,ISCO Championship
25,Henrik Norlander,1.282,5.128,4.058,1.070,4,ISCO Championship
25,Sam Ryder,1.282,5.128,2.196,2.932,4,ISCO Championship
31,Jacques Kruyswijk,1.032,4.128,1.222,2.906,4,ISCO Championship
31,Ryan McCormick,1.032,4.128,-2.403,6.531,4,ISCO Championship
31,Cooper Musselman,1.032,4.128,2.930,1.198,4,ISCO Championship
31,Andrea Pavan,1.032,4.128,4.999,-.871,4,ISCO Championship
31,Ben Silverman,1.032,4.128,2.959,1.169,4,ISCO Championship
31,Dylan Wu,1.032,4.128,3.206,.922,4,ISCO Championship
37,Luke Clanton,0.782,3.128,4.065,-.937,4,ISCO Championship
37,Ricardo Gouveia,0.782,3.128,1.825,1.303,4,ISCO Championship
37,Russell Knox,0.782,3.128,2.516,.612,4,ISCO Championship
37,David Lipsky,0.782,3.128,6.627,-3.499,4,ISCO Championship
37,Alex Smalley,0.782,3.128,-.012,3.140,4,ISCO Championship
37,Hayden Springer,0.782,3.128,1.309,1.819,4,ISCO Championship
37,Tom Vaillant,0.782,3.128,6.114,-2.986,4,ISCO Championship
37,Fabrizio Zanotti,0.782,3.128,5.610,-2.482,4,ISCO Championship
45,MJ Daffue,0.532,2.128,.955,1.173,4,ISCO Championship
45,Lukas Nemecz,0.532,2.128,3.394,-1.266,4,ISCO Championship
45,Chad Ramey,0.532,2.128,3.426,-1.298,4,ISCO Championship
45,J.J. Spaun,0.532,2.128,1.528,.600,4,ISCO Championship
45,Kevin Tway,0.532,2.128,.354,1.774,4,ISCO Championship
50,Jonathan Byrd,0.282,1.128,1.545,-.417,4,ISCO Championship
50,Patton Kizzire,0.282,1.128,3.610,-2.482,4,ISCO Championship
50,Francesco Laporta,0.282,1.128,-1.539,2.667,4,ISCO Championship
53,Roger Sloan,0.032,0.128,-1.005,1.133,4,ISCO Championship
53,Brandt Snedeker,0.032,0.128,-1.317,1.445,4,ISCO Championship
55,Sebastian Friedrichsen,-0.218,-0.872,2.011,-2.883,4,ISCO Championship
55,S.H. Kim,-0.218,-0.872,-.365,-.507,4,ISCO Championship
55,Marcus Kinhult,-0.218,-0.872,-2.957,2.085,4,ISCO Championship
55,Andrew Wilson,-0.218,-0.872,-.756,-.116,4,ISCO Championship
59,Aaron Baddeley,-0.468,-1.872,.876,-2.748,4,ISCO Championship
59,Hayden Buckley,-0.468,-1.872,-5.174,3.302,4,ISCO Championship
59,Nick Hardy,-0.468,-1.872,5.863,-7.735,4,ISCO Championship
59,Troy Merritt,-0.468,-1.872,.762,-2.634,4,ISCO Championship
63,Garrick Higgo,-0.718,-2.872,-3.510,.638,4,ISCO Championship
64,Bill Haas,-0.968,-3.872,-4.810,.938,4,ISCO Championship
64,James Hahn,-0.968,-3.872,-6.262,2.390,4,ISCO Championship
64,Kevin Kisner,-0.968,-3.872,-5.634,1.762,4,ISCO Championship
67,Paul Barjon,-1.468,-5.872,-5.836,-.036,4,ISCO Championship
1,Robert MacIntyre,3.207,12.828,8.704,4.124,4,Genesis Scottish Open
2,Adam Scott,2.957,11.828,6.816,5.012,4,Genesis Scottish Open
3,Romain Langasque,2.457,9.828,2.966,6.862,4,Genesis Scottish Open
4,Ludvig Åberg,2.207,8.828,4.961,3.867,4,Genesis Scottish Open
4,Sungjae Im,2.207,8.828,6.227,2.601,4,Genesis Scottish Open
4,Rory McIlroy,2.207,8.828,10.325,-1.497,4,Genesis Scottish Open
4,Collin Morikawa,2.207,8.828,4.739,4.089,4,Genesis Scottish Open
4,Aaron Rai,2.207,8.828,3.125,5.703,4,Genesis Scottish Open
4,Sahith Theegala,2.207,8.828,3.902,4.926,4,Genesis Scottish Open
10,Wyndham Clark,1.957,7.828,1.082,6.746,4,Genesis Scottish Open
10,Corey Conners,1.957,7.828,3.819,4.009,4,Genesis Scottish Open
10,Richard Mansell,1.957,7.828,2.037,5.791,4,Genesis Scottish Open
10,Alex Noren,1.957,7.828,5.509,2.319,4,Genesis Scottish Open
10,Victor Perez,1.957,7.828,1.806,6.022,4,Genesis Scottish Open
15,Alejandro Del Rey,1.707,6.828,3.550,3.278,4,Genesis Scottish Open
15,Tom Kim,1.707,6.828,6.990,-.162,4,Genesis Scottish Open
15,Matteo Manassero,1.707,6.828,7.849,-1.021,4,Genesis Scottish Open
15,Niklas Norgaard,1.707,6.828,9.741,-2.913,4,Genesis Scottish Open
15,Xander Schauffele,1.707,6.828,4.254,2.574,4,Genesis Scottish Open
15,Connor Syme,1.707,6.828,-.747,7.575,4,Genesis Scottish Open
21,Max Greyserman,1.457,5.828,2.860,2.968,4,Genesis Scottish Open
21,Brian Harman,1.457,5.828,7.208,-1.380,4,Genesis Scottish Open
21,Rasmus Højgaard,1.457,5.828,3.413,2.415,4,Genesis Scottish Open
21,Max Kieffer,1.457,5.828,2.369,3.459,4,Genesis Scottish Open
21,Haotong Li,1.457,5.828,9.348,-3.520,4,Genesis Scottish Open
26,Nick Bachem,1.207,4.828,2.890,1.938,4,Genesis Scottish Open
26,Jorge Campillo,1.207,4.828,5.729,-.901,4,Genesis Scottish Open
26,Cam Davis,1.207,4.828,8.449,-3.621,4,Genesis Scottish Open
26,Thomas Detry,1.207,4.828,3.193,1.635,4,Genesis Scottish Open
26,Matthew Jordan,1.207,4.828,2.254,2.574,4,Genesis Scottish Open
26,Si Woo Kim,1.207,4.828,5.018,-.190,4,Genesis Scottish Open
26,Yannik Paul,1.207,4.828,-.134,4.962,4,Genesis Scottish Open
26,Antoine Rozner,1.207,4.828,4.882,-.054,4,Genesis Scottish Open
34,Harris English,0.957,3.828,3.477,.351,4,Genesis Scottish Open
34,Tommy Fleetwood,0.957,3.828,6.805,-2.977,4,Genesis Scottish Open
34,Adam Hadwin,0.957,3.828,-.815,4.643,4,Genesis Scottish Open
34,Kurt Kitayama,0.957,3.828,3.071,.757,4,Genesis Scottish Open
34,Jesper Svensson,0.957,3.828,2.917,.911,4,Genesis Scottish Open
39,Matt Fitzpatrick,0.707,2.828,-3.812,6.640,4,Genesis Scottish Open
39,Grant Forrest,0.707,2.828,.823,2.005,4,Genesis Scottish Open
39,Ben Griffin,0.707,2.828,5.474,-2.646,4,Genesis Scottish Open
39,Nicolai Højgaard,0.707,2.828,5.502,-2.674,4,Genesis Scottish Open
39,Thorbjørn Olesen,0.707,2.828,.455,2.373,4,Genesis Scottish Open
39,Shubhankar Sharma,0.707,2.828,2.522,.306,4,Genesis Scottish Open
39,Erik van Rooyen,0.707,2.828,5.263,-2.435,4,Genesis Scottish Open
46,Eric Cole,0.457,1.828,-3.533,5.361,4,Genesis Scottish Open
46,Ugo Coussaud,0.457,1.828,-1.289,3.117,4,Genesis Scottish Open
46,Daniel Hillier,0.457,1.828,-.458,2.286,4,Genesis Scottish Open
46,Lee Hodges,0.457,1.828,1.706,.122,4,Genesis Scottish Open
46,Viktor Hovland,0.457,1.828,-3.120,4.948,4,Genesis Scottish Open
46,Mackenzie Hughes,0.457,1.828,-3.146,4.974,4,Genesis Scottish Open
46,Ben Kohles,0.457,1.828,1.348,.480,4,Genesis Scottish Open
46,Junghwan Lee,0.457,1.828,-.721,2.549,4,Genesis Scottish Open
46,Francesco Molinari,0.457,1.828,.645,1.183,4,Genesis Scottish Open
46,Davis Thompson,0.457,1.828,2.794,-.966,4,Genesis Scottish Open
46,Brendon Todd,0.457,1.828,-2.650,4.478,4,Genesis Scottish Open
57,Ryan Fox,0.207,0.828,3.538,-2.710,4,Genesis Scottish Open
57,Charley Hoffman,0.207,0.828,1.215,-.387,4,Genesis Scottish Open
57,Sam Stevens,0.207,0.828,1.441,-.613,4,Genesis Scottish Open
57,Nick Taylor,0.207,0.828,2.318,-1.490,4,Genesis Scottish Open
61,Daniel Brown,-0.043,-0.172,-2.384,2.212,4,Genesis Scottish Open
62,Stewart Cink,-0.293,-1.172,-3.182,2.010,4,Genesis Scottish Open
62,Marcel Siem,-0.293,-1.172,2.229,-3.401,4,Genesis Scottish Open
62,Justin Thomas,-0.293,-1.172,-1.622,.450,4,Genesis Scottish Open
65,Seamus Power,-0.543,-2.172,-5.424,3.252,4,Genesis Scottish Open
65,Ashun Wu,-0.543,-2.172,-5.273,3.101,4,Genesis Scottish Open
67,Jens Dantorp,-0.793,-3.172,-2.243,-.929,4,Genesis Scottish Open
67,Justin Lower,-0.793,-3.172,-6.540,3.368,4,Genesis Scottish Open
67,Gary Woodland,-0.793,-3.172,4.003,-7.175,4,Genesis Scottish Open
70,Julien Guerrier,-1.043,-4.172,-6.698,2.526,4,Genesis Scottish Open
70,Max Homa,-1.043,-4.172,-4.172,.000,4,Genesis Scottish Open
70,Andrew Novak,-1.043,-4.172,-3.912,-.260,4,Genesis Scottish Open
73,Min Woo Lee,-1.793,-7.172,-3.801,-3.371,4,Genesis Scottish Open
74,Taylor Montgomery,-2.043,-8.172,-10.572,2.400,4,Genesis Scottish Open
1,Davis Thompson,4.674,18.694,11.256,7.438,4,John Deere Classic
2,Luke Clanton,3.674,14.694,12.773,1.921,4,John Deere Classic
2,C.T. Pan,3.674,14.694,11.514,3.180,4,John Deere Classic
2,Michael Thorbjornsen,3.674,14.694,12.086,2.608,4,John Deere Classic
5,Ben Griffin,3.424,13.694,5.983,7.711,4,John Deere Classic
5,Carson Young,3.424,13.694,9.365,4.329,4,John Deere Classic
7,Eric Cole,2.924,11.694,8.290,3.404,4,John Deere Classic
7,Denny McCarthy,2.924,11.694,7.909,3.785,4,John Deere Classic
7,Andrew Novak,2.924,11.694,4.569,7.125,4,John Deere Classic
7,Aaron Rai,2.924,11.694,2.776,8.918,4,John Deere Classic
7,Hayden Springer,2.924,11.694,8.427,3.267,4,John Deere Classic
12,Harry Hall,2.674,10.694,7.722,2.972,4,John Deere Classic
12,Sungjae Im,2.674,10.694,8.532,2.162,4,John Deere Classic
12,Chan Kim,2.674,10.694,7.947,2.747,4,John Deere Classic
12,Brendon Todd,2.674,10.694,2.811,7.883,4,John Deere Classic
12,Sami Valimaki,2.674,10.694,2.932,7.762,4,John Deere Classic
17,Seamus Power,2.424,9.694,8.606,1.088,4,John Deere Classic
18,Keith Mitchell,2.174,8.694,10.043,-1.349,4,John Deere Classic
18,Ben Silverman,2.174,8.694,6.485,2.209,4,John Deere Classic
20,Mac Meissner,1.924,7.694,5.326,2.368,4,John Deere Classic
20,Jhonattan Vegas,1.924,7.694,9.778,-2.084,4,John Deere Classic
20,Kevin Yu,1.924,7.694,5.091,2.603,4,John Deere Classic
23,Jason Day,1.674,6.694,3.165,3.529,4,John Deere Classic
23,Lucas Glover,1.674,6.694,4.803,1.891,4,John Deere Classic
23,J.J. Spaun,1.674,6.694,4.518,2.176,4,John Deere Classic
26,Max Greyserman,1.424,5.694,7.309,-1.615,4,John Deere Classic
26,Rico Hoey,1.424,5.694,4.359,1.335,4,John Deere Classic
26,Zach Johnson,1.424,5.694,3.187,2.507,4,John Deere Classic
26,Jordan Spieth,1.424,5.694,2.590,3.104,4,John Deere Classic
30,Pierceson Coody,1.174,4.694,-.484,5.178,4,John Deere Classic
30,J.T. Poston,1.174,4.694,-1.183,5.877,4,John Deere Classic
32,Chesson Hadley,0.924,3.694,4.177,-.483,4,John Deere Classic
32,Mark Hubbard,0.924,3.694,2.235,1.459,4,John Deere Classic
34,Hayden Buckley,0.674,2.694,4.223,-1.529,4,John Deere Classic
34,Joshua Creel,0.674,2.694,7.381,-4.687,4,John Deere Classic
34,Brice Garnett,0.674,2.694,3.413,-.719,4,John Deere Classic
34,Doug Ghim,0.674,2.694,4.851,-2.157,4,John Deere Classic
34,S.H. Kim,0.674,2.694,-2.653,5.347,4,John Deere Classic
34,Patrick Rodgers,0.674,2.694,-.084,2.778,4,John Deere Classic
34,Sam Ryder,0.674,2.694,2.852,-.158,4,John Deere Classic
34,Robby Shelton,0.674,2.694,3.816,-1.122,4,John Deere Classic
34,Sam Stevens,0.674,2.694,.093,2.601,4,John Deere Classic
34,Adam Svensson,0.674,2.694,6.419,-3.725,4,John Deere Classic
44,Trace Crowe,0.424,1.694,2.903,-1.209,4,John Deere Classic
44,Chandler Phillips,0.424,1.694,-2.385,4.079,4,John Deere Classic
46,Zac Blair,0.174,0.694,1.644,-.950,4,John Deere Classic
46,Joel Dahmen,0.174,0.694,6.124,-5.430,4,John Deere Classic
46,Kevin Dougherty,0.174,0.694,-.365,1.059,4,John Deere Classic
46,Adrien Dumont de Chassart,0.174,0.694,-.366,1.060,4,John Deere Classic
46,Kevin Streelman,0.174,0.694,1.888,-1.194,4,John Deere Classic
46,Ben Taylor,0.174,0.694,-1.475,2.169,4,John Deere Classic
52,Stewart Cink,-0.077,-0.306,-1.561,1.255,4,John Deere Classic
52,Nico Echavarria,-0.077,-0.306,-1.463,1.157,4,John Deere Classic
52,Dylan Frittelli,-0.077,-0.306,-3.816,3.510,4,John Deere Classic
52,Bill Haas,-0.077,-0.306,-1.803,1.497,4,John Deere Classic
52,James Hahn,-0.077,-0.306,-2.192,1.886,4,John Deere Classic
52,"Blaine Hale, Jr.",-0.077,-0.306,-1.702,1.396,4,John Deere Classic
52,Ryo Hisatsune,-0.077,-0.306,3.906,-4.212,4,John Deere Classic
52,Jake Knapp,-0.077,-0.306,-.762,.456,4,John Deere Classic
52,Ben Kohles,-0.077,-0.306,-.796,.490,4,John Deere Classic
61,Bud Cauley,-0.327,-1.306,-.602,-.704,4,John Deere Classic
61,Kevin Chappell,-0.327,-1.306,-3.053,1.747,4,John Deere Classic
61,Scott Gutschewski,-0.327,-1.306,-5.128,3.822,4,John Deere Classic
61,Beau Hossler,-0.327,-1.306,-2.324,1.018,4,John Deere Classic
61,David Lipsky,-0.327,-1.306,-.476,-.830,4,John Deere Classic
61,Henrik Norlander,-0.327,-1.306,2.151,-3.457,4,John Deere Classic
61,Thorbjørn Olesen,-0.327,-1.306,-3.167,1.861,4,John Deere Classic
61,Roger Sloan,-0.327,-1.306,-1.504,.198,4,John Deere Classic
61,Austin Smotherman,-0.327,-1.306,2.527,-3.833,4,John Deere Classic
61,Sepp Straka,-0.327,-1.306,1.725,-3.031,4,John Deere Classic
61,Kyle Westmoreland,-0.327,-1.306,2.800,-4.106,4,John Deere Classic
72,Wilson Furr,-0.577,-2.306,1.658,-3.964,4,John Deere Classic
73,Justin Lower,-0.827,-3.306,-5.007,1.701,4,John Deere Classic
73,Justin Suh,-0.827,-3.306,-3.435,.129,4,John Deere Classic
75,Matt NeSmith,-1.077,-4.306,1.201,-5.507,4,John Deere Classic
75,Ryan Palmer,-1.077,-4.306,-4.122,-.184,4,John Deere Classic
77,Lee Hodges,-1.327,-5.306,2.938,-8.244,4,John Deere Classic
1,Cam Davis,3.088,12.351,8.686,3.665,4,Rocket Mortgage Classic
2,Akshay Bhatia,2.838,11.351,7.523,3.828,4,Rocket Mortgage Classic
2,Min Woo Lee,2.838,11.351,9.128,2.223,4,Rocket Mortgage Classic
2,Aaron Rai,2.838,11.351,6.553,4.798,4,Rocket Mortgage Classic
2,Davis Thompson,2.838,11.351,9.198,2.153,4,Rocket Mortgage Classic
6,Eric Cole,2.338,9.351,7.196,2.155,4,Rocket Mortgage Classic
6,Rico Hoey,2.338,9.351,3.668,5.683,4,Rocket Mortgage Classic
6,Erik van Rooyen,2.338,9.351,3.925,5.426,4,Rocket Mortgage Classic
6,Cameron Young,2.338,9.351,9.361,-.010,4,Rocket Mortgage Classic
10,Luke Clanton,2.088,8.351,4.830,3.521,4,Rocket Mortgage Classic
10,Nick Dunlap,2.088,8.351,6.846,1.505,4,Rocket Mortgage Classic
10,Taylor Moore,2.088,8.351,2.410,5.941,4,Rocket Mortgage Classic
10,J.J. Spaun,2.088,8.351,3.818,4.533,4,Rocket Mortgage Classic
10,Hayden Springer,2.088,8.351,4.039,4.312,4,Rocket Mortgage Classic
10,Sam Stevens,2.088,8.351,2.594,5.757,4,Rocket Mortgage Classic
10,Dylan Wu,2.088,8.351,1.534,6.817,4,Rocket Mortgage Classic
17,Troy Merritt,1.588,6.351,3.872,2.479,4,Rocket Mortgage Classic
17,Ben Silverman,1.588,6.351,2.921,3.430,4,Rocket Mortgage Classic
17,David Skinns,1.588,6.351,2.595,3.756,4,Rocket Mortgage Classic
20,Patton Kizzire,1.338,5.351,6.165,-.814,4,Rocket Mortgage Classic
20,Ben Kohles,1.338,5.351,4.179,1.172,4,Rocket Mortgage Classic
20,Andrew Novak,1.338,5.351,-1.040,6.391,4,Rocket Mortgage Classic
20,Neal Shipley,1.338,5.351,7.987,-2.636,4,Rocket Mortgage Classic
20,Carl Yuan,1.338,5.351,7.098,-1.747,4,Rocket Mortgage Classic
25,Joel Dahmen,1.088,4.351,6.064,-1.713,4,Rocket Mortgage Classic
25,Patrick Fishburn,1.088,4.351,8.810,-4.459,4,Rocket Mortgage Classic
25,Matt Kuchar,1.088,4.351,1.827,2.524,4,Rocket Mortgage Classic
25,Nate Lashley,1.088,4.351,1.119,3.232,4,Rocket Mortgage Classic
25,Justin Lower,1.088,4.351,-.615,4.966,4,Rocket Mortgage Classic
25,Jhonattan Vegas,1.088,4.351,6.442,-2.091,4,Rocket Mortgage Classic
31,Jacob Bridgeman,0.838,3.351,3.933,-.582,4,Rocket Mortgage Classic
31,Rickie Fowler,0.838,3.351,2.373,.978,4,Rocket Mortgage Classic
31,Max Greyserman,0.838,3.351,-.493,3.844,4,Rocket Mortgage Classic
31,Ben Griffin,0.838,3.351,2.595,.756,4,Rocket Mortgage Classic
31,Harry Hall,0.838,3.351,.884,2.467,4,Rocket Mortgage Classic
31,Ryo Hisatsune,0.838,3.351,3.792,-.441,4,Rocket Mortgage Classic
31,Beau Hossler,0.838,3.351,6.880,-3.529,4,Rocket Mortgage Classic
31,Jake Knapp,0.838,3.351,6.430,-3.079,4,Rocket Mortgage Classic
31,Nicholas Lindheim,0.838,3.351,.940,2.411,4,Rocket Mortgage Classic
31,Ryan McCormick,0.838,3.351,-.027,3.378,4,Rocket Mortgage Classic
31,Patrick Rodgers,0.838,3.351,-.538,3.889,4,Rocket Mortgage Classic
31,Roger Sloan,0.838,3.351,-.413,3.764,4,Rocket Mortgage Classic
31,Kevin Yu,0.838,3.351,2.201,1.150,4,Rocket Mortgage Classic
44,Hayden Buckley,0.588,2.351,2.514,-.163,4,Rocket Mortgage Classic
44,"Blaine Hale, Jr.",0.588,2.351,-2.876,5.227,4,Rocket Mortgage Classic
44,Ben James,0.588,2.351,4.566,-2.215,4,Rocket Mortgage Classic
44,Chris Kirk,0.588,2.351,3.708,-1.357,4,Rocket Mortgage Classic
44,Maverick McNealy,0.588,2.351,-1.915,4.266,4,Rocket Mortgage Classic
44,Taylor Montgomery,0.588,2.351,-.696,3.047,4,Rocket Mortgage Classic
44,Ryan Moore,0.588,2.351,.872,1.479,4,Rocket Mortgage Classic
44,Brandon Wu,0.588,2.351,-4.286,6.637,4,Rocket Mortgage Classic
52,Bud Cauley,0.338,1.351,-2.089,3.440,4,Rocket Mortgage Classic
52,Nick Hardy,0.338,1.351,1.872,-.521,4,Rocket Mortgage Classic
52,Mark Hubbard,0.338,1.351,.454,.897,4,Rocket Mortgage Classic
52,Michael Kim,0.338,1.351,-.505,1.856,4,Rocket Mortgage Classic
52,Matti Schmid,0.338,1.351,-.621,1.972,4,Rocket Mortgage Classic
57,Joe Highsmith,0.088,0.351,2.329,-1.978,4,Rocket Mortgage Classic
57,Davis Riley,0.088,0.351,-2.271,2.622,4,Rocket Mortgage Classic
57,Robby Shelton,0.088,0.351,-2.167,2.518,4,Rocket Mortgage Classic
57,Kevin Streelman,0.088,0.351,.676,-.325,4,Rocket Mortgage Classic
57,Callum Tarren,0.088,0.351,2.579,-2.228,4,Rocket Mortgage Classic
57,Vince Whaley,0.088,0.351,-.012,.363,4,Rocket Mortgage Classic
63,Pierceson Coody,-0.162,-0.649,-2.680,2.031,4,Rocket Mortgage Classic
63,Nico Echavarria,-0.162,-0.649,1.931,-2.580,4,Rocket Mortgage Classic
63,Zach Johnson,-0.162,-0.649,-2.430,1.781,4,Rocket Mortgage Classic
66,Nicolai Højgaard,-0.412,-1.649,1.945,-3.594,4,Rocket Mortgage Classic
67,Wesley Bryan,-0.662,-2.649,1.408,-4.057,4,Rocket Mortgage Classic
67,Ryan Fox,-0.662,-2.649,-2.238,-.411,4,Rocket Mortgage Classic
67,Chris Gotterup,-0.662,-2.649,1.848,-4.497,4,Rocket Mortgage Classic
67,Luke List,-0.662,-2.649,-6.987,4.338,4,Rocket Mortgage Classic
67,Chandler Phillips,-0.662,-2.649,-5.574,2.925,4,Rocket Mortgage Classic
72,Aaron Baddeley,-0.912,-3.649,-6.404,2.755,4,Rocket Mortgage Classic
72,Taylor Pendrith,-0.912,-3.649,1.568,-5.217,4,Rocket Mortgage Classic
74,Peter Malnati,-1.162,-4.649,-4.531,-.118,4,Rocket Mortgage Classic
1,Tom Kim,3.129,12.514,10.434,2.080,4,Travelers Championship
1,Scottie Scheffler,3.129,12.514,9.989,2.525,4,Travelers Championship
3,Tom Hoge,2.629,10.514,9.617,.897,4,Travelers Championship
3,Sungjae Im,2.629,10.514,8.161,2.353,4,Travelers Championship
5,Akshay Bhatia,2.129,8.514,3.964,4.550,4,Travelers Championship
5,Patrick Cantlay,2.129,8.514,3.403,5.111,4,Travelers Championship
5,Tony Finau,2.129,8.514,6.170,2.344,4,Travelers Championship
5,Justin Thomas,2.129,8.514,6.994,1.520,4,Travelers Championship
