rank,player,percent_fairways,fairways_hit,possible_fairways,tournament
8.0,Max McGreevy,0.9107,51.0,56.0,Black Desert Championship
8.0,Seamus Power,0.9107,51.0,56.0,Black Desert Championship
8.0,Carson Young,0.9107,51.0,56.0,Black Desert Championship
16.0,Tyler Duncan,0.8929,50.0,56.0,Black Desert Championship
16.0,Rico Hoey,0.8929,50.0,56.0,Black Desert Championship
16.0,Stephan Jaeger,0.8929,50.0,56.0,Black Desert Championship
16.0,Chris Kirk,0.8929,50.0,56.0,Black Desert Championship
16.0,Matti Schmid,0.8929,50.0,56.0,Black Desert Championship
16.0,Roger Sloan,0.8929,50.0,56.0,Black Desert Championship
16.0,Carl Yuan,0.8929,50.0,56.0,Black Desert Championship
23.0,Wesley Bryan,0.875,49.0,56.0,Black Desert Championship
23.0,Lanto Griffin,0.875,49.0,56.0,Black Desert Championship
23.0,Raul Pereda,0.875,49.0,56.0,Black Desert Championship
23.0,Greyson Sigg,0.875,49.0,56.0,Black Desert Championship
23.0,Alex Smalley,0.875,49.0,56.0,Black Desert Championship
23.0,Justin Suh,0.875,49.0,56.0,Black Desert Championship
23.0,Nick Taylor,0.875,49.0,56.0,Black Desert Championship
23.0,Kevin Tway,0.875,49.0,56.0,Black Desert Championship
23.0,Tom Whitney,0.875,49.0,56.0,Black Desert Championship
32.0,Harris English,0.8571,48.0,56.0,Black Desert Championship
32.0,Doug Ghim,0.8571,48.0,56.0,Black Desert Championship
32.0,Joe Highsmith,0.8571,48.0,56.0,Black Desert Championship
32.0,Patton Kizzire,0.8571,48.0,56.0,Black Desert Championship
32.0,Nate Lashley,0.8571,48.0,56.0,Black Desert Championship
32.0,K.H. Lee,0.8571,48.0,56.0,Black Desert Championship
32.0,Mac Meissner,0.8571,48.0,56.0,Black Desert Championship
32.0,Trey Mullinax,0.8571,48.0,56.0,Black Desert Championship
32.0,J.J. Spaun,0.8571,48.0,56.0,Black Desert Championship
,Field Average,0.8405,,,Black Desert Championship
41.0,Jacob Bridgeman,0.8393,47.0,56.0,Black Desert Championship
41.0,Harry Hall,0.8393,47.0,56.0,Black Desert Championship
41.0,Henrik Norlander,0.8393,47.0,56.0,Black Desert Championship
44.0,Tyson Alexander,0.8214,46.0,56.0,Black Desert Championship
44.0,Ryan Fox,0.8214,46.0,56.0,Black Desert Championship
44.0,Ben Griffin,0.8214,46.0,56.0,Black Desert Championship
44.0,Scott Piercy,0.8214,46.0,56.0,Black Desert Championship
44.0,Chad Ramey,0.8214,46.0,56.0,Black Desert Championship
44.0,Patrick Rodgers,0.8214,46.0,56.0,Black Desert Championship
44.0,Adam Svensson,0.8214,46.0,56.0,Black Desert Championship
44.0,Erik van Rooyen,0.8214,46.0,56.0,Black Desert Championship
52.0,Daniel Berger,0.8036,45.0,56.0,Black Desert Championship
52.0,Lucas Glover,0.8036,45.0,56.0,Black Desert Championship
52.0,Chesson Hadley,0.8036,45.0,56.0,Black Desert Championship
52.0,Beau Hossler,0.8036,45.0,56.0,Black Desert Championship
52.0,S.H. Kim,0.8036,45.0,56.0,Black Desert Championship
52.0,Philip Knowles,0.8036,45.0,56.0,Black Desert Championship
52.0,Sam Ryder,0.8036,45.0,56.0,Black Desert Championship
59.0,Joseph Bramlett,0.7857,44.0,56.0,Black Desert Championship
59.0,Nico Echavarria,0.7857,44.0,56.0,Black Desert Championship
59.0,Wilson Furr,0.7857,44.0,56.0,Black Desert Championship
59.0,Norman Xiong,0.7857,44.0,56.0,Black Desert Championship
63.0,Erik Barnes,0.7679,43.0,56.0,Black Desert Championship
63.0,Ryo Hisatsune,0.7679,43.0,56.0,Black Desert Championship
65.0,Trace Crowe,0.75,42.0,56.0,Black Desert Championship
65.0,Matt McCarty,0.75,42.0,56.0,Black Desert Championship
67.0,Vince Whaley,0.7321,41.0,56.0,Black Desert Championship
68.0,Alejandro Tosti,0.7143,40.0,56.0,Black Desert Championship
69.0,Kurt Kitayama,0.6607,37.0,56.0,Black Desert Championship
1.0,Daniel Berger,0.75,42.0,56.0,Sanderson Farms Championship
1.0,Lucas Glover,0.75,42.0,56.0,Sanderson Farms Championship
3.0,Matt McCarty,0.6964,39.0,56.0,Sanderson Farms Championship
4.0,Beau Hossler,0.6607,37.0,56.0,Sanderson Farms Championship
5.0,Brandt Snedeker,0.6429,36.0,56.0,Sanderson Farms Championship
6.0,Emiliano Grillo,0.625,35.0,56.0,Sanderson Farms Championship
6.0,Charley Hoffman,0.625,35.0,56.0,Sanderson Farms Championship
6.0,Matt NeSmith,0.625,35.0,56.0,Sanderson Farms Championship
9.0,Rickie Fowler,0.6071,34.0,56.0,Sanderson Farms Championship
9.0,Henrik Norlander,0.6071,34.0,56.0,Sanderson Farms Championship
9.0,Seamus Power,0.6071,34.0,56.0,Sanderson Farms Championship
9.0,Brandon Wu,0.6071,34.0,56.0,Sanderson Farms Championship
9.0,Carson Young,0.6071,34.0,56.0,Sanderson Farms Championship
14.0,Chan Kim,0.5893,33.0,56.0,Sanderson Farms Championship
14.0,Sam Stevens,0.5893,33.0,56.0,Sanderson Farms Championship
16.0,Brice Garnett,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Nick Hardy,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Lee Hodges,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Ben Kohles,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Andrew Novak,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Chandler Phillips,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Matti Schmid,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Kevin Streelman,0.5714,32.0,56.0,Sanderson Farms Championship
16.0,Jhonattan Vegas,0.5714,32.0,56.0,Sanderson Farms Championship
25.0,Wesley Bryan,0.5536,31.0,56.0,Sanderson Farms Championship
25.0,Rico Hoey,0.5536,31.0,56.0,Sanderson Farms Championship
25.0,Patton Kizzire,0.5536,31.0,56.0,Sanderson Farms Championship
25.0,Mac Meissner,0.5536,31.0,56.0,Sanderson Farms Championship
25.0,Alex Smalley,0.5536,31.0,56.0,Sanderson Farms Championship
25.0,Austin Smotherman,0.5536,31.0,56.0,Sanderson Farms Championship
31.0,Mark Hubbard,0.5357,30.0,56.0,Sanderson Farms Championship
31.0,Mackenzie Hughes,0.5357,30.0,56.0,Sanderson Farms Championship
31.0,Martin Laird,0.5357,30.0,56.0,Sanderson Farms Championship
31.0,K.H. Lee,0.5357,30.0,56.0,Sanderson Farms Championship
31.0,Michael Thorbjornsen,0.5357,30.0,56.0,Sanderson Farms Championship
36.0,Jacob Bridgeman,0.5179,29.0,56.0,Sanderson Farms Championship
36.0,Nate Lashley,0.5179,29.0,56.0,Sanderson Farms Championship
36.0,Taylor Moore,0.5179,29.0,56.0,Sanderson Farms Championship
36.0,Trey Mullinax,0.5179,29.0,56.0,Sanderson Farms Championship
36.0,Kevin Yu,0.5179,29.0,56.0,Sanderson Farms Championship
,Field Average,0.5157,,,Sanderson Farms Championship
41.0,Bud Cauley,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Trace Crowe,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Patrick Fishburn,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Ryan Fox,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Chesson Hadley,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Ryan Hall,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Joe Highsmith,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Stephan Jaeger,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Roger Sloan,0.5,28.0,56.0,Sanderson Farms Championship
41.0,Gary Woodland,0.5,28.0,56.0,Sanderson Farms Championship
51.0,Nick Dunlap,0.48210000000000003,27.0,56.0,Sanderson Farms Championship
51.0,Will Gordon,0.48210000000000003,27.0,56.0,Sanderson Farms Championship
51.0,Nicholas Lindheim,0.48210000000000003,27.0,56.0,Sanderson Farms Championship
54.0,Bill Haas,0.4643,26.0,56.0,Sanderson Farms Championship
54.0,Sami Valimaki,0.4643,26.0,56.0,Sanderson Farms Championship
54.0,Vince Whaley,0.4643,26.0,56.0,Sanderson Farms Championship
57.0,Doug Ghim,0.4464,25.0,56.0,Sanderson Farms Championship
57.0,Luke List,0.4464,25.0,56.0,Sanderson Farms Championship
57.0,Callum Tarren,0.4464,25.0,56.0,Sanderson Farms Championship
60.0,Paul Barjon,0.4286,24.0,56.0,Sanderson Farms Championship
60.0,Eric Cole,0.4286,24.0,56.0,Sanderson Farms Championship
60.0,Adrien Dumont de Chassart,0.4286,24.0,56.0,Sanderson Farms Championship
60.0,Keith Mitchell,0.4286,24.0,56.0,Sanderson Farms Championship
64.0,Joseph Bramlett,0.4107,23.0,56.0,Sanderson Farms Championship
65.0,Ben Griffin,0.39289999999999997,22.0,56.0,Sanderson Farms Championship
66.0,Hayden Springer,0.35710000000000003,20.0,56.0,Sanderson Farms Championship
67.0,Justin Lower,0.3393,19.0,56.0,Sanderson Farms Championship
68.0,David Skinns,0.3036,17.0,56.0,Sanderson Farms Championship
1.0,Brendon Todd,0.6607,37.0,56.0,Procore Championship
2.0,Andrew Putnam,0.6429,36.0,56.0,Procore Championship
3.0,Roger Sloan,0.6071,34.0,56.0,Procore Championship
3.0,Austin Smotherman,0.6071,34.0,56.0,Procore Championship
5.0,Sangmoon Bae,0.5893,33.0,56.0,Procore Championship
5.0,Matt Kuchar,0.5893,33.0,56.0,Procore Championship
7.0,Chez Reavie,0.5714,32.0,56.0,Procore Championship
7.0,Ben Silverman,0.5714,32.0,56.0,Procore Championship
9.0,Corey Conners,0.5536,31.0,56.0,Procore Championship
9.0,Rico Hoey,0.5536,31.0,56.0,Procore Championship
9.0,Patton Kizzire,0.5536,31.0,56.0,Procore Championship
9.0,Greyson Sigg,0.5536,31.0,56.0,Procore Championship
13.0,Zac Blair,0.5357,30.0,56.0,Procore Championship
13.0,Luke Clanton,0.5357,30.0,56.0,Procore Championship
13.0,Brandon Wu,0.5357,30.0,56.0,Procore Championship
16.0,Chan Kim,0.5179,29.0,56.0,Procore Championship
16.0,Ben Kohles,0.5179,29.0,56.0,Procore Championship
16.0,Henrik Norlander,0.5179,29.0,56.0,Procore Championship
16.0,Neal Shipley,0.5179,29.0,56.0,Procore Championship
20.0,Pierceson Coody,0.5,28.0,56.0,Procore Championship
20.0,Kevin Dougherty,0.5,28.0,56.0,Procore Championship
20.0,Patrick Fishburn,0.5,28.0,56.0,Procore Championship
20.0,Johnny Keefer,0.5,28.0,56.0,Procore Championship
20.0,David Lipsky,0.5,28.0,56.0,Procore Championship
20.0,Justin Lower,0.5,28.0,56.0,Procore Championship
20.0,Sahith Theegala,0.5,28.0,56.0,Procore Championship
27.0,Joel Dahmen,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Wilson Furr,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Doug Ghim,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Joe Highsmith,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Chandler Phillips,0.48210000000000003,27.0,56.0,Procore Championship
27.0,David Skinns,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Brandt Snedeker,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Justin Suh,0.48210000000000003,27.0,56.0,Procore Championship
27.0,Josh Teater,0.48210000000000003,27.0,56.0,Procore Championship
,Field Average,0.4681,,,Procore Championship
36.0,Bud Cauley,0.4643,26.0,56.0,Procore Championship
36.0,Kevin Chappell,0.4643,26.0,56.0,Procore Championship
36.0,Lucas Glover,0.4643,26.0,56.0,Procore Championship
36.0,J.B. Holmes,0.4643,26.0,56.0,Procore Championship
36.0,Min Woo Lee,0.4643,26.0,56.0,Procore Championship
36.0,Chad Ramey,0.4643,26.0,56.0,Procore Championship
36.0,Matti Schmid,0.4643,26.0,56.0,Procore Championship
36.0,Michael Thorbjornsen,0.4643,26.0,56.0,Procore Championship
44.0,Aaron Baddeley,0.4464,25.0,56.0,Procore Championship
44.0,Rafael Campos,0.4464,25.0,56.0,Procore Championship
44.0,Lanto Griffin,0.4464,25.0,56.0,Procore Championship
44.0,Charley Hoffman,0.4464,25.0,56.0,Procore Championship
44.0,J.J. Spaun,0.4464,25.0,56.0,Procore Championship
44.0,Jhonattan Vegas,0.4464,25.0,56.0,Procore Championship
50.0,Chesson Hadley,0.4286,24.0,56.0,Procore Championship
50.0,Garrick Higgo,0.4286,24.0,56.0,Procore Championship
50.0,Sam Stevens,0.4286,24.0,56.0,Procore Championship
53.0,Adam Svensson,0.4107,23.0,56.0,Procore Championship
53.0,Tom Whitney,0.4107,23.0,56.0,Procore Championship
55.0,Wesley Bryan,0.39289999999999997,22.0,56.0,Procore Championship
55.0,"Blaine Hale, Jr.",0.39289999999999997,22.0,56.0,Procore Championship
55.0,Tom Hoge,0.39289999999999997,22.0,56.0,Procore Championship
55.0,Mackenzie Hughes,0.39289999999999997,22.0,56.0,Procore Championship
55.0,Martin Laird,0.39289999999999997,22.0,56.0,Procore Championship
55.0,Webb Simpson,0.39289999999999997,22.0,56.0,Procore Championship
61.0,Tom Johnson,0.375,21.0,56.0,Procore Championship
61.0,Keith Mitchell,0.375,21.0,56.0,Procore Championship
61.0,Patrick Rodgers,0.375,21.0,56.0,Procore Championship
61.0,Kevin Tway,0.375,21.0,56.0,Procore Championship
65.0,Nick Hardy,0.3393,19.0,56.0,Procore Championship
1.0,Collin Morikawa,0.7857,44.0,56.0,TOUR Championship
2.0,Russell Henley,0.6607,37.0,56.0,TOUR Championship
2.0,Sungjae Im,0.6607,37.0,56.0,TOUR Championship
2.0,Shane Lowry,0.6607,37.0,56.0,TOUR Championship
2.0,Aaron Rai,0.6607,37.0,56.0,TOUR Championship
2.0,Scottie Scheffler,0.6607,37.0,56.0,TOUR Championship
7.0,Ludvig Åberg,0.625,35.0,56.0,TOUR Championship
7.0,Akshay Bhatia,0.625,35.0,56.0,TOUR Championship
7.0,Chris Kirk,0.625,35.0,56.0,TOUR Championship
7.0,Justin Thomas,0.625,35.0,56.0,TOUR Championship
11.0,Wyndham Clark,0.6071,34.0,56.0,TOUR Championship
11.0,Tony Finau,0.6071,34.0,56.0,TOUR Championship
11.0,Hideki Matsuyama,0.6071,34.0,56.0,TOUR Championship
14.0,Sam Burns,0.5893,33.0,56.0,TOUR Championship
14.0,Billy Horschel,0.5893,33.0,56.0,TOUR Championship
14.0,Matthieu Pavon,0.5893,33.0,56.0,TOUR Championship
14.0,Adam Scott,0.5893,33.0,56.0,TOUR Championship
,Field Average,0.5804,,,TOUR Championship
18.0,Tommy Fleetwood,0.5536,31.0,56.0,TOUR Championship
18.0,Tom Hoge,0.5536,31.0,56.0,TOUR Championship
18.0,Sahith Theegala,0.5536,31.0,56.0,TOUR Championship
21.0,Keegan Bradley,0.5357,30.0,56.0,TOUR Championship
21.0,Viktor Hovland,0.5357,30.0,56.0,TOUR Championship
23.0,Patrick Cantlay,0.5179,29.0,56.0,TOUR Championship
23.0,Sepp Straka,0.5179,29.0,56.0,TOUR Championship
25.0,Robert MacIntyre,0.5,28.0,56.0,TOUR Championship
25.0,Rory McIlroy,0.5,28.0,56.0,TOUR Championship
25.0,Xander Schauffele,0.5,28.0,56.0,TOUR Championship
28.0,Byeong Hun An,0.4643,26.0,56.0,TOUR Championship
28.0,Taylor Pendrith,0.4643,26.0,56.0,TOUR Championship
30.0,Christiaan Bezuidenhout,0.4464,25.0,56.0,TOUR Championship
1.0,Aaron Rai,0.8036,45.0,56.0,BMW Championship
2.0,Tommy Fleetwood,0.7857,44.0,56.0,BMW Championship
2.0,Russell Henley,0.7857,44.0,56.0,BMW Championship
4.0,Tony Finau,0.7679,43.0,56.0,BMW Championship
4.0,Brian Harman,0.7679,43.0,56.0,BMW Championship
4.0,Denny McCarthy,0.7679,43.0,56.0,BMW Championship
7.0,Wyndham Clark,0.75,42.0,56.0,BMW Championship
7.0,Chris Kirk,0.75,42.0,56.0,BMW Championship
9.0,Akshay Bhatia,0.7321,41.0,56.0,BMW Championship
9.0,Keegan Bradley,0.7321,41.0,56.0,BMW Championship
9.0,Will Zalatoris,0.7321,41.0,56.0,BMW Championship
12.0,Ludvig Åberg,0.7143,40.0,56.0,BMW Championship
12.0,Max Greyserman,0.7143,40.0,56.0,BMW Championship
12.0,Sepp Straka,0.7143,40.0,56.0,BMW Championship
15.0,Patrick Cantlay,0.6964,39.0,56.0,BMW Championship
15.0,Austin Eckroat,0.6964,39.0,56.0,BMW Championship
15.0,Stephan Jaeger,0.6964,39.0,56.0,BMW Championship
15.0,Scottie Scheffler,0.6964,39.0,56.0,BMW Championship
19.0,Adam Hadwin,0.6786,38.0,56.0,BMW Championship
19.0,Max Homa,0.6786,38.0,56.0,BMW Championship
19.0,Xander Schauffele,0.6786,38.0,56.0,BMW Championship
19.0,Adam Scott,0.6786,38.0,56.0,BMW Championship
19.0,Sahith Theegala,0.6786,38.0,56.0,BMW Championship
,Field Average,0.6640999999999999,,,BMW Championship
24.0,Corey Conners,0.6607,37.0,56.0,BMW Championship
24.0,Cam Davis,0.6607,37.0,56.0,BMW Championship
24.0,Billy Horschel,0.6607,37.0,56.0,BMW Championship
24.0,Sungjae Im,0.6607,37.0,56.0,BMW Championship
24.0,Collin Morikawa,0.6607,37.0,56.0,BMW Championship
24.0,Matthieu Pavon,0.6607,37.0,56.0,BMW Championship
30.0,Jason Day,0.6429,36.0,56.0,BMW Championship
30.0,Matt Fitzpatrick,0.6429,36.0,56.0,BMW Championship
30.0,Si Woo Kim,0.6429,36.0,56.0,BMW Championship
30.0,Alex Noren,0.6429,36.0,56.0,BMW Championship
30.0,J.T. Poston,0.6429,36.0,56.0,BMW Championship
35.0,Sam Burns,0.625,35.0,56.0,BMW Championship
35.0,Nick Dunlap,0.625,35.0,56.0,BMW Championship
37.0,Christiaan Bezuidenhout,0.6071,34.0,56.0,BMW Championship
37.0,Tom Hoge,0.6071,34.0,56.0,BMW Championship
37.0,Rory McIlroy,0.6071,34.0,56.0,BMW Championship
40.0,Shane Lowry,0.5893,33.0,56.0,BMW Championship
41.0,Viktor Hovland,0.5714,32.0,56.0,BMW Championship
41.0,Davis Thompson,0.5714,32.0,56.0,BMW Championship
43.0,Thomas Detry,0.5536,31.0,56.0,BMW Championship
43.0,Justin Thomas,0.5536,31.0,56.0,BMW Championship
45.0,Taylor Pendrith,0.5357,30.0,56.0,BMW Championship
45.0,Cameron Young,0.5357,30.0,56.0,BMW Championship
47.0,Byeong Hun An,0.5179,29.0,56.0,BMW Championship
48.0,Eric Cole,0.5,28.0,56.0,BMW Championship
1.0,Seamus Power,0.7679,43.0,56.0,FedEx St. Jude Championship
2.0,Tommy Fleetwood,0.7143,40.0,56.0,FedEx St. Jude Championship
2.0,Aaron Rai,0.7143,40.0,56.0,FedEx St. Jude Championship
4.0,Scottie Scheffler,0.6786,38.0,56.0,FedEx St. Jude Championship
5.0,Brian Harman,0.6607,37.0,56.0,FedEx St. Jude Championship
5.0,Russell Henley,0.6607,37.0,56.0,FedEx St. Jude Championship
7.0,Chris Kirk,0.6429,36.0,56.0,FedEx St. Jude Championship
7.0,Brendon Todd,0.6429,36.0,56.0,FedEx St. Jude Championship
9.0,Akshay Bhatia,0.625,35.0,56.0,FedEx St. Jude Championship
9.0,Jason Day,0.625,35.0,56.0,FedEx St. Jude Championship
9.0,Mark Hubbard,0.625,35.0,56.0,FedEx St. Jude Championship
9.0,Maverick McNealy,0.625,35.0,56.0,FedEx St. Jude Championship
9.0,Matthieu Pavon,0.625,35.0,56.0,FedEx St. Jude Championship
9.0,Justin Rose,0.625,35.0,56.0,FedEx St. Jude Championship
15.0,Matt Fitzpatrick,0.6071,34.0,56.0,FedEx St. Jude Championship
15.0,Adam Hadwin,0.6071,34.0,56.0,FedEx St. Jude Championship
15.0,Xander Schauffele,0.6071,34.0,56.0,FedEx St. Jude Championship
18.0,Wyndham Clark,0.5893,33.0,56.0,FedEx St. Jude Championship
18.0,Cam Davis,0.5893,33.0,56.0,FedEx St. Jude Championship
18.0,Ben Griffin,0.5893,33.0,56.0,FedEx St. Jude Championship
18.0,Tom Kim,0.5893,33.0,56.0,FedEx St. Jude Championship
18.0,Min Woo Lee,0.5893,33.0,56.0,FedEx St. Jude Championship
18.0,Denny McCarthy,0.5893,33.0,56.0,FedEx St. Jude Championship
18.0,Nick Taylor,0.5893,33.0,56.0,FedEx St. Jude Championship
25.0,Corey Conners,0.5714,32.0,56.0,FedEx St. Jude Championship
25.0,Hideki Matsuyama,0.5714,32.0,56.0,FedEx St. Jude Championship
25.0,Sepp Straka,0.5714,32.0,56.0,FedEx St. Jude Championship
28.0,Patrick Cantlay,0.5536,31.0,56.0,FedEx St. Jude Championship
28.0,Eric Cole,0.5536,31.0,56.0,FedEx St. Jude Championship
28.0,Max Homa,0.5536,31.0,56.0,FedEx St. Jude Championship
28.0,Si Woo Kim,0.5536,31.0,56.0,FedEx St. Jude Championship
28.0,Jhonattan Vegas,0.5536,31.0,56.0,FedEx St. Jude Championship
28.0,Will Zalatoris,0.5536,31.0,56.0,FedEx St. Jude Championship
,Field Average,0.5454,,,FedEx St. Jude Championship
34.0,Adam Scott,0.5357,30.0,56.0,FedEx St. Jude Championship
34.0,Jordan Spieth,0.5357,30.0,56.0,FedEx St. Jude Championship
34.0,Sahith Theegala,0.5357,30.0,56.0,FedEx St. Jude Championship
37.0,Keegan Bradley,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Sam Burns,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Thomas Detry,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Austin Eckroat,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Emiliano Grillo,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Billy Horschel,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Viktor Hovland,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Collin Morikawa,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,Victor Perez,0.5179,29.0,56.0,FedEx St. Jude Championship
37.0,J.T. Poston,0.5179,29.0,56.0,FedEx St. Jude Championship
47.0,Nick Dunlap,0.5,28.0,56.0,FedEx St. Jude Championship
47.0,Max Greyserman,0.5,28.0,56.0,FedEx St. Jude Championship
47.0,Peter Malnati,0.5,28.0,56.0,FedEx St. Jude Championship
50.0,Ludvig Åberg,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Christiaan Bezuidenhout,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Harris English,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Jake Knapp,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Shane Lowry,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Robert MacIntyre,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Rory McIlroy,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Taylor Pendrith,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Justin Thomas,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Davis Thompson,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
50.0,Erik van Rooyen,0.48210000000000003,27.0,56.0,FedEx St. Jude Championship
61.0,Mackenzie Hughes,0.4643,26.0,56.0,FedEx St. Jude Championship
61.0,Stephan Jaeger,0.4643,26.0,56.0,FedEx St. Jude Championship
63.0,Tony Finau,0.4464,25.0,56.0,FedEx St. Jude Championship
63.0,Tom Hoge,0.4464,25.0,56.0,FedEx St. Jude Championship
63.0,Sungjae Im,0.4464,25.0,56.0,FedEx St. Jude Championship
63.0,Patrick Rodgers,0.4464,25.0,56.0,FedEx St. Jude Championship
67.0,Alex Noren,0.4286,24.0,56.0,FedEx St. Jude Championship
67.0,Cameron Young,0.4286,24.0,56.0,FedEx St. Jude Championship
69.0,Byeong Hun An,0.4107,23.0,56.0,FedEx St. Jude Championship
70.0,Taylor Moore,0.39289999999999997,22.0,56.0,FedEx St. Jude Championship
1.0,Trace Crowe,0.8036,45.0,56.0,Wyndham Championship
1.0,Austin Eckroat,0.8036,45.0,56.0,Wyndham Championship
1.0,Mac Meissner,0.8036,45.0,56.0,Wyndham Championship
4.0,Matt Kuchar,0.7857,44.0,56.0,Wyndham Championship
4.0,Chandler Phillips,0.7857,44.0,56.0,Wyndham Championship
4.0,Brendon Todd,0.7857,44.0,56.0,Wyndham Championship
4.0,Matt Wallace,0.7857,44.0,56.0,Wyndham Championship
8.0,Daniel Berger,0.7679,43.0,56.0,Wyndham Championship
8.0,Ryo Hisatsune,0.7679,43.0,56.0,Wyndham Championship
8.0,Aaron Rai,0.7679,43.0,56.0,Wyndham Championship
11.0,Keegan Bradley,0.75,42.0,56.0,Wyndham Championship
11.0,Cameron Champ,0.75,42.0,56.0,Wyndham Championship
11.0,Charley Hoffman,0.75,42.0,56.0,Wyndham Championship
11.0,Justin Suh,0.75,42.0,56.0,Wyndham Championship
11.0,Davis Thompson,0.75,42.0,56.0,Wyndham Championship
11.0,Gary Woodland,0.75,42.0,56.0,Wyndham Championship
17.0,Luke Clanton,0.7321,41.0,56.0,Wyndham Championship
17.0,Emiliano Grillo,0.7321,41.0,56.0,Wyndham Championship
17.0,Zach Johnson,0.7321,41.0,56.0,Wyndham Championship
17.0,Keith Mitchell,0.7321,41.0,56.0,Wyndham Championship
17.0,Ryan Moore,0.7321,41.0,56.0,Wyndham Championship
17.0,J.J. Spaun,0.7321,41.0,56.0,Wyndham Championship
23.0,Billy Horschel,0.7143,40.0,56.0,Wyndham Championship
23.0,Sungjae Im,0.7143,40.0,56.0,Wyndham Championship
23.0,Chan Kim,0.7143,40.0,56.0,Wyndham Championship
23.0,Kevin Tway,0.7143,40.0,56.0,Wyndham Championship
23.0,Cameron Young,0.7143,40.0,56.0,Wyndham Championship
28.0,Zac Blair,0.6964,39.0,56.0,Wyndham Championship
